id,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
133,2015-02-08,shot,gun,57,M,W,New City,NY,True,attack,0,False
134,2015-02-08,shot,gun,46,M,W,Orange County,FL,False,attack,0,False
135,2015-02-08,shot,gun,41,M,W,Nocona,TX,False,attack,0,False
136,2015-02-09,shot,gun,61,M,W,Smyrna,ME,True,attack,0,False
137,2015-02-09,shot,gun,45,M,B,Dallas,TX,False,attack,0,False
139,2015-02-10,shot,gun,49,M,B,Whitehaven,TN,False,attack,0,False
140,2015-02-10,shot,gun,45,M,W,New Castle,CO,True,attack,1,False
138,2015-02-10,shot and Tasered,unarmed,35,M,H,Pasco,WA,True,other,1,False
141,2015-02-11,shot,knife,23,M,B,San Jose,CA,True,other,0,False
142,2015-02-11,shot,toy weapon,46,M,W,Dadeville,AL,True,attack,1,True
146,2015-02-13,shot,gun,21,M,H,Kansas City,KS,False,attack,1,False
147,2015-02-13,shot,unarmed,35,M,H,Reading,PA,False,other,0,False
148,2015-02-13,shot,gun,27,M,W,McLemoresville,TN,False,attack,0,False
154,2015-02-13,shot,knife,37,M,H,San Manuel,AZ,True,other,0,False
149,2015-02-14,shot,gun,16,M,W,Essex,MD,True,attack,1,False
155,2015-02-14,shot,gun,51,M,W,Laredo,TX,False,attack,0,False
151,2015-02-15,shot,gun,34,M,W,Iuka,MS,False,attack,1,False
153,2015-02-15,shot,hatchet,34,M,W,Colton,OR,True,other,0,False
150,2015-02-15,shot and Tasered,unarmed,25,M,B,Miami Gardens,FL,True,other,0,False
156,2015-02-16,shot,gun,56,M,W,Marana,AZ,False,attack,0,False
157,2015-02-16,shot,gun,26,M,W,Boise,ID,False,attack,0,False
158,2015-02-16,shot,toy weapon,24,M,W,Provo,UT,True,attack,0,False
130,2015-02-17,shot,gun,43,F,W,Gaston County,NC,False,attack,0,False
159,2015-02-17,shot,unarmed,31,M,W,Springfield,MO,False,other,1,False
160,2015-02-17,shot,gun,32,M,W,Eaton Rapids Township,MI,False,attack,0,False
161,2015-02-17,shot,toy weapon,30,M,W,Tewksbury,MA,False,attack,1,False
163,2015-02-18,shot,knife,20,F,B,Charlotte,NC,True,other,0,False
165,2015-02-20,shot,unarmed,31,M,H,Euless,TX,False,other,0,False
166,2015-02-20,shot,gun,38,M,B,Homewood,AL,False,attack,0,False
255,2015-02-20,shot,gun,77,M,B,Birmingham,AL,True,attack,0,False
584,2015-02-20,shot,gun,37,M,H,Houston,TX,False,attack,1,False
167,2015-02-21,shot,gun,41,M,W,Ruidoso,NM,False,attack,0,False
168,2015-02-21,shot,knife,51,M,W,Indianapolis,IN,False,attack,0,False
170,2015-02-22,shot,gun,50,M,W,Palm Bay,FL,False,attack,0,False
172,2015-02-23,shot,gun,47,M,W,Denham Springs,LA,True,attack,0,False
174,2015-02-23,shot,knife,37,M,W,Powder Springs,GA,False,other,0,False
175,2015-02-23,shot,gun,41,M,W,Clarkesville,GA,False,attack,1,False
176,2015-02-23,shot,gun,16,M,B,Millbrook,AL,False,attack,0,False
266,2015-02-23,shot and Tasered,knife,42,M,W,Allentown,PA,False,attack,1,False
371,2015-02-23,shot and Tasered,unarmed,39,M,W,Omaha,NE,False,other,0,False
177,2015-02-24,shot and Tasered,knife,30,M,W,Green Bay,WI,True,attack,0,False
179,2015-02-25,shot,gun,43,M,W,Las Vegas,NV,True,attack,0,False
181,2015-02-26,shot,gun,42,M,H,Lakeland,FL,False,attack,1,False
182,2015-02-26,shot,knife,21,M,H,San Francisco,CA,False,other,0,False
183,2015-02-26,shot,unarmed,49,M,W,Gulfport,MS,False,other,0,False
184,2015-02-26,shot,gun,34,F,W,Sylvester,GA,False,attack,1,False
180,2015-02-26,shot and Tasered,unarmed,31,M,W,Terre Haute,IN,False,other,0,False
185,2015-02-27,shot,unarmed,27,M,H,Santa Ana,CA,False,other,0,False
186,2015-02-28,shot,gun,24,M,W,Pelzer,SC,False,attack,0,False
188,2015-02-28,shot,unarmed,34,M,B,St Louis,MO,False,other,1,False
189,2015-02-28,shot,knife,28,F,H,Tucson,AZ,False,other,0,False
190,2015-02-28,shot,gun,28,M,B,Columbia,MO,False,attack,1,False
191,2015-02-28,shot,gun,40,M,B,Tarboro,NC,True,attack,1,False
192,2015-02-28,shot,gun,37,F,W,La Paz County,AZ,False,attack,1,False
187,2015-02-28,shot and Tasered,unarmed,17,M,W,Roxand Township,MI,False,attack,0,True
195,2015-03-01,shot,gun,35,M,A,Houston,TX,False,attack,0,False
268,2015-03-01,shot,gun,49,M,W,Barton,MS,False,attack,0,False
194,2015-03-01,shot and Tasered,unarmed,43,M,B,Los Angeles,CA,True,attack,0,True
196,2015-03-02,shot,gun,20,M,B,Joilet,IL,False,other,1,False
197,2015-03-03,shot,gun,25,M,B,Salisbury,MD,False,attack,0,False
198,2015-03-03,shot,knife,25,M,W,Tempe,AZ,False,attack,0,False
199,2015-03-04,shot,unarmed,26,M,W,Deltona,FL,False,other,0,False
249,2015-03-04,shot,gun,28,M,A,Stockton,CA,False,attack,0,False
200,2015-03-05,shot,knife,45,M,B,Milwaukee,WI,True,other,0,False
201,2015-03-05,shot,unarmed,36,M,H,Burbank,CA,False,other,1,False
202,2015-03-05,shot,gun,34,M,W,Lincoln,NE,False,attack,0,False
203,2015-03-06,shot,unarmed,19,M,B,Madison,WI,False,attack,1,False
269,2015-03-06,shot,unarmed,37,M,B,Aurora,CO,False,other,1,False
271,2015-03-07,shot,gun,29,M,W,Phoenix,AZ,False,attack,0,False
204,2015-03-08,shot,knife,43,F,B,Anaheim,CA,True,other,0,True
272,2015-03-08,shot,gun,40,M,H,Oklahoma City,OK,False,attack,0,False
205,2015-03-09,shot,unarmed,27,M,B,Atlanta,GA,True,other,0,False
274,2015-03-09,shot,gun,58,M,W,Brevard,NC,False,attack,0,False
275,2015-03-09,shot,gun,46,M,W,Dinosaur,CO,False,attack,0,False
276,2015-03-09,shot,gun,30,M,B,Cocoa,FL,False,attack,0,False
206,2015-03-10,shot,gun,64,M,B,Cleveland,OH,False,attack,0,True
278,2015-03-10,shot,gun,31,M,B,Baton Rouge,LA,False,attack,0,False
536,2015-03-10,shot,knife,23,M,W,Port Wentworth,GA,False,attack,0,True
883,2015-03-10,shot,sword,37,M,H,Ontario,CA,True,other,1,False
277,2015-03-11,shot,gun,31,M,W,Memphis,TN,True,attack,0,False
279,2015-03-11,shot,gun,39,M,H,Santa Ana,CA,False,attack,0,False
281,2015-03-11,shot,toy weapon,31,M,W,Kingman,AZ,True,attack,0,False
307,2015-03-11,shot,gun,54,M,W,Bay Minette,AL,False,attack,0,False
581,2015-03-11,shot,gun,53,M,W,Hoover,AL,True,attack,0,False
282,2015-03-12,shot,unarmed,35,M,B,Washington,DC,True,other,0,False
207,2015-03-13,shot,gun,41,M,H,Napa,CA,False,other,1,False
283,2015-03-13,shot,gun,59,M,W,Kansas City,MO,False,attack,0,False
289,2015-03-13,shot,knife,36,M,W,Fontana,CA,False,attack,0,False
351,2015-03-13,shot,unarmed,32,M,H,Walnut Creek,CA,False,other,1,False
208,2015-03-14,shot,knife,53,M,W,Follansbee,WV,False,other,0,False
209,2015-03-14,shot,gun,26,M,W,Kenosha,WI,False,attack,1,False
287,2015-03-14,shot,gun,29,M,H,San Antonio,TX,True,attack,0,False
210,2015-03-15,shot,machete,27,M,W,Ruth,MS,False,other,0,False
212,2015-03-16,shot,gun,28,M,W,St. Paul,MN,True,attack,0,False
213,2015-03-16,shot,gun,52,M,W,Gastonia,NC,True,attack,0,False
216,2015-03-17,shot,gun,49,M,W,Medford,OR,True,attack,0,False
217,2015-03-17,shot,gun,24,M,W,Dublin,NC,False,attack,1,False
221,2015-03-17,shot,vehicle,24,F,W,San Francisco,CA,True,other,0,False
290,2015-03-17,shot,gun,20,M,W,Onalaska,TX,True,attack,0,False
292,2015-03-17,shot,unarmed,22,M,H,Sacramento,CA,False,other,1,False
225,2015-03-18,shot,gun,49,F,W,Glendale,AZ,False,attack,0,False
226,2015-03-18,shot,gun,64,M,W,Tallahassee,FL,False,attack,0,False
294,2015-03-18,shot,knife,47,M,W,Bakersfield,CA,False,other,0,False
228,2015-03-19,shot,box cutter,39,M,W,Lawrence County,AL,True,other,0,True
229,2015-03-19,shot,unarmed,18,M,B,Cleveland,OH,False,attack,0,False
230,2015-03-19,shot,gun,31,M,W,Middleton,ID,False,attack,0,True
265,2015-03-19,shot,gun,16,M,B,Jacksonville,FL,False,attack,1,False
295,2015-03-19,shot,unarmed,20,M,W,Sumas,WA,True,attack,0,False
306,2015-03-19,shot,gun,36,M,W,Bakersfield,CA,False,attack,0,False
308,2015-03-20,shot,machete,63,M,B,New Orleans,LA,True,attack,0,False
310,2015-03-20,shot,gun,34,M,W,Coal County,OK,False,attack,0,False
531,2015-03-20,shot,gun,24,M,N,Red Valley,AZ,False,attack,1,False
235,2015-03-21,shot,gun,21,M,W,Cottonwood,AZ,False,attack,0,False
309,2015-03-21,shot,gun,44,M,W,Clarendon,NY,False,attack,1,False
311,2015-03-21,shot,gun,60,M,W,Harmony,IN,True,attack,0,False
312,2015-03-21,shot,gun,42,M,W,Columbus,OH,False,attack,0,False
231,2015-03-22,shot,knife,37,M,W,Vallejo,CA,True,other,0,False
233,2015-03-22,shot and Tasered,knife,36,M,W,Portland,OR,True,other,1,False
234,2015-03-22,shot and Tasered,undetermined,21,M,B,Islip,NY,False,attack,1,False
237,2015-03-23,shot,gun,24,M,B,Santa Clara,CA,False,attack,0,False
238,2015-03-24,shot,gun,29,M,B,Portsmouth,VA,True,attack,1,False
247,2015-03-24,shot,gun,57,M,W,San Jose,CA,True,attack,0,False
313,2015-03-24,shot,gun,38,M,W,Fond du Lac,WI,False,attack,0,False
239,2015-03-25,shot,undetermined,23,M,B,Smyrna,GA,False,other,1,True
240,2015-03-25,shot,gun,27,M,B,Johnsonville,SC,False,attack,1,False
241,2015-03-25,shot,gun,28,M,H,South Los Angeles,CA,False,attack,1,False
242,2015-03-25,shot and Tasered,gun,63,M,W,Glendale,AZ,True,other,0,False
246,2015-03-26,shot,gun,53,F,W,Gardner,KS,False,attack,0,False
250,2015-03-26,shot,knife,35,M,H,Wilmington,CA,True,other,0,False
245,2015-03-27,shot,knife,26,F,B,Oxnard,CA,False,other,0,False
251,2015-03-27,shot,gun,42,M,W,Fort Ashby,WV,False,attack,1,False
254,2015-03-27,shot,gun,41,M,B,Boston,MA,False,attack,0,False
256,2015-03-27,shot,gun,56,M,W,Encinitas,CA,True,attack,0,False
257,2015-03-27,shot,knife,39,M,B,Fort Pierce,FL,False,other,0,False
258,2015-03-27,shot,toy weapon,23,M,H,Bakersfield,CA,False,attack,1,False
316,2015-03-27,shot,gun,40,M,W,Webster,MA,False,attack,1,False
252,2015-03-29,shot,gun,29,M,B,Elizabethtown,KY,False,attack,0,False
244,2015-03-30,shot,gun,54,M,O,Boulder City,NV,False,attack,0,False
262,2015-03-30,shot,gun,49,M,W,Eugene,OR,True,attack,0,False
259,2015-03-31,shot,gun,36,M,W,Carollwood,FL,False,attack,0,False
261,2015-03-31,shot,toy weapon,21,M,H,Baytown,TX,False,attack,0,False
263,2015-03-31,shot,vehicle,27,F,B,Fort Meade,MD,False,other,1,False
267,2015-04-01,shot,gun,37,M,B,Hawthorne,CA,False,attack,0,False
533,2015-04-01,shot,knife,36,M,W,Hamilton,NJ,False,attack,0,False
286,2015-04-02,shot,gun,32,M,B,Rock Island,IL,False,attack,1,False
291,2015-04-02,shot,unarmed,44,M,B,Tulsa,OK,False,other,0,False
303,2015-04-02,shot,gun,27,M,W,Pineville,LA,True,attack,0,False
288,2015-04-02,shot and Tasered,gun,63,M,W,Metropolis,IL,True,attack,0,False
299,2015-04-03,shot,knife,38,M,W,Winchester,VA,False,other,0,True
296,2015-04-04,shot,gun,17,M,B,Zion,IL,False,attack,1,False
300,2015-04-04,shot,gun,31,M,B,Orange,CA,False,attack,0,True
302,2015-04-04,shot,gun,34,M,W,Edgewood,NM,True,attack,1,False
297,2015-04-04,shot and Tasered,unarmed,50,M,B,North Charleston,SC,False,other,1,False
301,2015-04-05,shot,knife,51,M,W,Phoenix,AZ,True,other,0,False
304,2015-04-05,shot,gun,56,M,W,Tehachapi,CA,False,attack,0,False
298,2015-04-06,shot,gun,23,M,W,Indianapolis,IN,True,attack,0,False
318,2015-04-06,shot,gun,25,M,B,Harvey,LA,False,attack,1,False
322,2015-04-06,shot,gun,31,M,W,Jefferson County,ID,False,attack,1,False
319,2015-04-07,shot,gun,32,M,W,Pottawatomie County,OK,False,attack,1,False
329,2015-04-08,shot,gun,60,M,W,San Antonio,TX,False,attack,1,False
331,2015-04-08,shot,gun,39,M,H,Los Angeles,CA,False,attack,1,False
359,2015-04-08,shot,knife,28,M,A,Sunnyvale,CA,True,other,0,False
332,2015-04-09,shot,sword,22,M,W,Navarre,FL,False,attack,0,False
333,2015-04-09,shot,gun,29,M,B,Monon,IN,False,attack,1,False
340,2015-04-09,shot,gun,31,M,W,Straban Township,PA,True,attack,0,False
343,2015-04-09,shot,gun,28,M,W,Boiling Springs,SC,False,attack,0,False
335,2015-04-10,shot,knife,21,M,H,Corning,CA,False,attack,0,False
377,2015-04-10,shot,gun,38,M,W,Topeka,KS,False,attack,1,False
358,2015-04-11,shot,gun,66,M,W,Sand Springs,OK,True,attack,0,True
355,2015-04-12,shot,gun,36,M,B,Indianapolis,IN,False,attack,1,True
357,2015-04-12,shot,machete,83,M,W,Oklahoma City,OK,True,other,0,False
362,2015-04-12,shot,gun,32,M,W,Salemburg,NC,True,attack,1,False
356,2015-04-13,shot,gun,27,M,H,Alton,IL,False,attack,0,False
363,2015-04-14,shot,undetermined,26,M,B,DeSoto,TX,False,other,1,False
364,2015-04-14,shot,machete,31,M,W,Jonesboro,AR,True,attack,0,False
365,2015-04-15,shot,gun,22,M,B,Miami,FL,False,other,1,False
366,2015-04-15,shot,knife,41,M,B,Spartanburg,SC,False,attack,0,False
367,2015-04-15,shot,unarmed,41,M,B,Houston,TX,False,other,1,False
368,2015-04-15,shot,toy weapon,51,M,W,Columbia,MO,False,attack,1,True
369,2015-04-15,shot,gun,72,M,W,Cañon City,CO,True,attack,0,False
374,2015-04-15,shot,toy weapon,52,M,H,Montclair,CA,True,attack,0,False
373,2015-04-16,shot,knife,47,M,H,Shafter,CA,False,other,0,False
380,2015-04-17,shot,gun,18,M,B,Chicago,IL,False,attack,1,False
381,2015-04-17,shot,gun,29,M,H,Hemet,CA,False,attack,0,False
382,2015-04-17,shot,knife,23,M,B,Jennings,MO,True,other,0,True
376,2015-04-18,shot,gun,43,M,H,Phoenix,AZ,True,attack,0,False
379,2015-04-18,shot,gun,45,M,W,Panama City,FL,False,attack,0,False
378,2015-04-19,shot,gun,40,M,W,Wilmore,KY,True,attack,0,False
383,2015-04-19,shot,knife,44,M,W,Sidney,NE,False,attack,0,False
399,2015-04-20,shot,gun,25,M,H,Mission,TX,False,other,0,False
393,2015-04-21,shot,unarmed,37,M,N,Lakewood,WA,True,other,1,False
398,2015-04-21,shot,knife,59,M,W,Irmo,SC,True,other,0,False
495,2015-04-21,shot,knife,35,M,H,Los Angeles,CA,True,other,0,False
391,2015-04-22,shot,unarmed,18,M,B,Portsmouth,VA,False,other,0,False
394,2015-04-22,shot,knife,51,M,H,Bisbee,AZ,False,other,0,False
395,2015-04-22,shot,gun,30,M,W,Queens,NY,True,attack,1,False
396,2015-04-22,shot,gun,31,M,B,Fort Worth,TX,False,attack,1,False
397,2015-04-22,shot,gun,39,M,A,Eldorado Springs,CO,False,attack,0,False
392,2015-04-23,shot,toy weapon,26,M,W,Sylmar,CA,True,attack,0,False
400,2015-04-23,shot,gun,51,M,W,Rufe,OK,False,attack,0,False
409,2015-04-23,shot,unarmed,19,M,H,Long Beach,CA,False,other,0,False
402,2015-04-24,shot,gun,49,M,W,Eugene,OR,False,attack,0,False
403,2015-04-24,shot,gun,63,M,W,Miami,OK,False,attack,1,False
412,2015-04-24,shot,gun,20,M,B,Trinidad,CO,False,attack,1,True
408,2015-04-25,shot,machete,25,M,W,Victoria,TX,True,other,0,True
411,2015-04-25,shot,unarmed,24,M,B,New York,NY,True,attack,1,False
414,2015-04-25,shot,knife,58,M,W,Clermont,FL,True,other,0,False
404,2015-04-26,shot,unarmed,29,M,W,Bunch,OK,False,attack,0,False
406,2015-04-26,shot,gun,76,M,W,Kings County,CA,False,attack,0,False
407,2015-04-26,shot,gun,45,M,W,Fountain Valley,CA,False,attack,0,False
405,2015-04-27,shot,hammer,20,M,B,Detroit,MI,False,other,0,False
413,2015-04-28,shot,gun,58,M,W,Mansfield,OH,False,attack,0,False
417,2015-04-28,shot,gun,21,M,B,New Orleans,LA,False,attack,0,True
420,2015-04-28,shot,gun,27,M,W,Marion,IL,True,attack,0,False
415,2015-04-29,shot,knife,26,M,W,Chickasha,OK,False,other,1,False
416,2015-04-29,shot,gun,33,M,H,Mesa,AZ,True,attack,0,False
419,2015-04-29,shot,gun,27,M,H,Elk Grove,CA,False,attack,0,False
421,2015-04-29,shot,gun,25,F,B,Atlanta,GA,False,attack,0,False
422,2015-04-29,shot,gun,53,M,B,Emporia,VA,True,attack,0,False
423,2015-04-29,shot,gun,53,M,W,Nashville,TN,True,attack,0,False
418,2015-04-30,shot,unarmed,42,M,O,San Diego,CA,True,other,0,True
424,2015-04-30,shot and Tasered,metal object,22,M,H,El Paso,TX,False,other,0,False
425,2015-05-02,shot,gun,52,M,W,Smyrna,DE,False,attack,0,True
426,2015-05-03,shot,gun,36,M,W,Roosevelt,UT,True,attack,0,True
427,2015-05-03,shot,gun,30,M,B,Garland,TX,False,attack,0,False
428,2015-05-03,shot,gun,34,M,O,Garland,TX,False,attack,0,False
445,2015-05-03,shot,gun,44,M,H,Albuquerque,NM,False,attack,0,False
447,2015-05-03,shot,gun,53,M,W,Chavies,KY,False,attack,0,False
431,2015-05-04,shot,toy weapon,36,M,W,Kennewick,WA,True,attack,0,False
429,2015-05-05,shot,unarmed,29,M,B,Venice,CA,False,attack,0,True
430,2015-05-05,shot,knife,32,M,A,South El Monte,CA,False,attack,0,False
434,2015-05-05,shot,gun,46,M,W,Pulaski,VA,True,attack,0,False
432,2015-05-06,shot,gun,18,M,W,Wake Forest,NC,False,attack,1,False
433,2015-05-07,shot,knife,72,M,O,Lawrenceville,GA,True,other,0,False
435,2015-05-07,shot,knife,38,M,W,Beacon,NY,False,other,1,False
439,2015-05-08,shot,sword,35,M,W,Kearny,AZ,False,attack,0,False
443,2015-05-08,shot,gun,58,M,W,Constantia,NY,True,attack,0,False
451,2015-05-08,shot,gun,48,M,B,Harvey,LA,False,attack,0,False
453,2015-05-10,shot,gun,47,M,W,Tacoma,WA,False,attack,0,False
444,2015-05-11,shot,knife,28,M,W,St. Augustine,FL,True,other,0,False
441,2015-05-12,shot,gun,28,M,B,Jacksonville,FL,False,other,1,False
450,2015-05-12,shot,knife,40,M,W,Rancho Santa Margarita,CA,True,other,0,False
449,2015-05-12,shot and Tasered,gun,46,M,O,Honolulu,HI,False,attack,0,False
456,2015-05-14,shot,gun,37,M,W,Portage,MI,True,attack,1,False
470,2015-05-14,shot,gun,53,M,W,St. Augustine,FL,True,attack,0,False
460,2015-05-15,shot,gun,41,M,W,Rockford,IL,True,attack,0,False
462,2015-05-15,shot,toy weapon,42,M,W,Sacramento,CA,True,attack,0,False
463,2015-05-16,shot,gun,45,M,B,Harvey,IL,False,attack,1,False
458,2015-05-17,shot,gun,34,M,W,San Diego,CA,True,attack,1,True
459,2015-05-17,shot,gun,18,M,W,St. Petersburg,FL,True,attack,0,False
461,2015-05-17,shot,sword,27,M,W,Ruidoso,NM,False,other,0,False
457,2015-05-19,shot,unarmed,54,M,H,Arlington,VA,False,attack,0,False
464,2015-05-19,shot,gun,35,M,W,Cabot,AR,False,attack,0,False
465,2015-05-19,shot,gun,17,M,W,Grand Junction,CO,False,attack,1,False
466,2015-05-20,shot,gun,29,M,B,Lancaster,PA,False,attack,0,False
468,2015-05-20,shot,gun,38,M,B,Owensboro,KY,False,attack,0,False
489,2015-05-20,shot,gun,26,M,B,Omaha,NE,False,attack,0,False
467,2015-05-20,shot and Tasered,knife,52,M,W,Green,OH,False,other,0,False
486,2015-05-20,shot and Tasered,knife,39,F,W,Gillette,WY,False,other,1,False
469,2015-05-21,shot,gun,22,M,H,El Paso,TX,True,undetermined,0,False
483,2015-05-21,shot,knife,29,M,B,Ft. Lauderdale,FL,False,attack,0,False
484,2015-05-21,shot,knife,43,M,W,North Charleston,SC,False,attack,0,False
485,2015-05-21,shot,knife,24,M,H,Hackensack,NJ,True,other,0,False
487,2015-05-21,shot,gun,32,M,B,Charleston,SC,False,attack,0,False
