id,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
358,2015-04-11,shot,gun,66,M,W,Sand Springs,OK,,1,0,True
355,2015-04-12,shot,gun,36,M,B,Indianapolis,IN,,1,1,True
357,2015-04-12,shot,machete,83,M,W,Oklahoma City,OK,,2,0,False
362,2015-04-12,shot,gun,32,M,W,Salemburg,NC,,1,1,False
356,2015-04-13,shot,gun,27,M,H,Alton,IL,,1,0,False
363,2015-04-14,shot,undetermined,26,M,B,DeSoto,TX,,2,1,False
364,2015-04-14,shot,machete,31,M,W,Jonesboro,AR,,1,0,False
365,2015-04-15,shot,gun,22,M,B,Miami,FL,,2,1,False
366,2015-04-15,shot,knife,41,M,B,Spartanburg,SC,,1,0,False
367,2015-04-15,shot,unarmed,41,M,B,Houston,TX,,2,1,False
368,2015-04-15,shot,toy weapon,51,M,W,Columbia,MO,,1,1,True
369,2015-04-15,shot,gun,72,M,W,Cañon City,CO,,1,0,False
374,2015-04-15,shot,toy weapon,52,M,H,Montclair,CA,,1,0,False
373,2015-04-16,shot,knife,47,M,H,Shafter,CA,,2,0,False
380,2015-04-17,shot,gun,18,M,B,Chicago,IL,,1,1,False
381,2015-04-17,shot,gun,29,M,H,Hemet,CA,,1,0,False
382,2015-04-17,shot,knife,23,M,B,Jennings,MO,,2,0,True
376,2015-04-18,shot,gun,43,M,H,Phoenix,AZ,,1,0,False
379,2015-04-18,shot,gun,45,M,W,Panama City,FL,,1,0,False
378,2015-04-19,shot,gun,40,M,W,Wilmore,KY,,1,0,False
383,2015-04-19,shot,knife,44,M,W,Sidney,NE,,1,0,False
399,2015-04-20,shot,gun,25,M,H,Mission,TX,,2,0,False
393,2015-04-21,shot,unarmed,37,M,N,Lakewood,WA,,2,1,False
398,2015-04-21,shot,knife,59,M,W,Irmo,SC,,2,0,False
495,2015-04-21,shot,knife,35,M,H,Los Angeles,CA,,2,0,False
391,2015-04-22,shot,unarmed,18,M,B,Portsmouth,VA,,2,0,False
394,2015-04-22,shot,knife,51,M,H,Bisbee,AZ,,2,0,False
395,2015-04-22,shot,gun,30,M,W,Queens,NY,,1,1,False
396,2015-04-22,shot,gun,31,M,B,Fort Worth,TX,,1,1,False
397,2015-04-22,shot,gun,39,M,A,Eldorado Springs,CO,,1,0,False
392,2015-04-23,shot,toy weapon,26,M,W,Sylmar,CA,,1,0,False
400,2015-04-23,shot,gun,51,M,W,Rufe,OK,,1,0,False
409,2015-04-23,shot,unarmed,19,M,H,Long Beach,CA,,2,0,False
402,2015-04-24,shot,gun,49,M,W,Eugene,OR,,1,0,False
403,2015-04-24,shot,gun,63,M,W,Miami,OK,,1,1,False
412,2015-04-24,shot,gun,20,M,B,Trinidad,CO,,1,1,True
408,2015-04-25,shot,machete,25,M,W,Victoria,TX,,2,0,True
411,2015-04-25,shot,unarmed,24,M,B,New York,NY,,1,1,False
414,2015-04-25,shot,knife,58,M,W,Clermont,FL,,2,0,False
404,2015-04-26,shot,unarmed,29,M,W,Bunch,OK,,1,0,False
406,2015-04-26,shot,gun,76,M,W,Kings County,CA,,1,0,False
407,2015-04-26,shot,gun,45,M,W,Fountain Valley,CA,,1,0,False
405,2015-04-27,shot,hammer,20,M,B,Detroit,MI,,2,0,False
413,2015-04-28,shot,gun,58,M,W,Mansfield,OH,,1,0,False
417,2015-04-28,shot,gun,21,M,B,New Orleans,LA,,1,0,True
420,2015-04-28,shot,gun,27,M,W,Marion,IL,,1,0,False
415,2015-04-29,shot,knife,26,M,W,Chickasha,OK,,2,1,False
416,2015-04-29,shot,gun,33,M,H,Mesa,AZ,,1,0,False
419,2015-04-29,shot,gun,27,M,H,Elk Grove,CA,,1,0,False
421,2015-04-29,shot,gun,25,F,B,Atlanta,GA,,1,0,False
422,2015-04-29,shot,gun,53,M,B,Emporia,VA,,1,0,False
423,2015-04-29,shot,gun,53,M,W,Nashville,TN,,1,0,False
418,2015-04-30,shot,unarmed,42,M,O,San Diego,CA,,2,0,True
424,2015-04-30,shot and Tasered,metal object,22,M,H,El Paso,TX,,2,0,False
425,2015-05-02,shot,gun,52,M,W,Smyrna,DE,,1,0,True
426,2015-05-03,shot,gun,36,M,W,Roosevelt,UT,,1,0,True
427,2015-05-03,shot,gun,30,M,B,Garland,TX,,1,0,False
428,2015-05-03,shot,gun,34,M,O,Garland,TX,,1,0,False
445,2015-05-03,shot,gun,44,M,H,Albuquerque,NM,,1,0,False
447,2015-05-03,shot,gun,53,M,W,Chavies,KY,,1,0,False
431,2015-05-04,shot,toy weapon,36,M,W,Kennewick,WA,,1,0,False
429,2015-05-05,shot,unarmed,29,M,B,Venice,CA,,1,0,True
430,2015-05-05,shot,knife,32,M,A,South El Monte,CA,,1,0,False
434,2015-05-05,shot,gun,46,M,W,Pulaski,VA,,1,0,False
432,2015-05-06,shot,gun,18,M,W,Wake Forest,NC,,1,1,False
433,2015-05-07,shot,knife,72,M,O,Lawrenceville,GA,,2,0,False
435,2015-05-07,shot,knife,38,M,W,Beacon,NY,,2,1,False
439,2015-05-08,shot,sword,35,M,W,Kearny,AZ,,1,0,False
443,2015-05-08,shot,gun,58,M,W,Constantia,NY,,1,0,False
451,2015-05-08,shot,gun,48,M,B,Harvey,LA,,1,0,False
453,2015-05-10,shot,gun,47,M,W,Tacoma,WA,,1,0,False
444,2015-05-11,shot,knife,28,M,W,St. Augustine,FL,,2,0,False
441,2015-05-12,shot,gun,28,M,B,Jacksonville,FL,,2,1,False
450,2015-05-12,shot,knife,40,M,W,Rancho Santa Margarita,CA,,2,0,False
449,2015-05-12,shot and Tasered,gun,46,M,O,Honolulu,HI,,1,0,False
456,2015-05-14,shot,gun,37,M,W,Portage,MI,,1,1,False
470,2015-05-14,shot,gun,53,M,W,St. Augustine,FL,,1,0,False
460,2015-05-15,shot,gun,41,M,W,Rockford,IL,,1,0,False
462,2015-05-15,shot,toy weapon,42,M,W,Sacramento,CA,,1,0,False
463,2015-05-16,shot,gun,45,M,B,Harvey,IL,,1,1,False
458,2015-05-17,shot,gun,34,M,W,San Diego,CA,,1,1,True
459,2015-05-17,shot,gun,18,M,W,St. Petersburg,FL,,1,0,False
461,2015-05-17,shot,sword,27,M,W,Ruidoso,NM,,2,0,False
457,2015-05-19,shot,unarmed,54,M,H,Arlington,VA,,1,0,False
464,2015-05-19,shot,gun,35,M,W,Cabot,AR,,1,0,False
465,2015-05-19,shot,gun,17,M,W,Grand Junction,CO,,1,1,False
466,2015-05-20,shot,gun,29,M,B,Lancaster,PA,,1,0,False
468,2015-05-20,shot,gun,38,M,B,Owensboro,KY,,1,0,False
489,2015-05-20,shot,gun,26,M,B,Omaha,NE,,1,0,False
467,2015-05-20,shot and Tasered,knife,52,M,W,Green,OH,,2,0,False
486,2015-05-20,shot and Tasered,knife,39,F,W,Gillette,WY,,2,1,False
469,2015-05-21,shot,gun,22,M,H,El Paso,TX,,0,0,False
483,2015-05-21,shot,knife,29,M,B,Ft. Lauderdale,FL,,1,0,False
484,2015-05-21,shot,knife,43,M,W,North Charleston,SC,,1,0,False
485,2015-05-21,shot,knife,24,M,H,Hackensack,NJ,,2,0,False
487,2015-05-21,shot,gun,32,M,B,Charleston,SC,,1,0,False
472,2015-05-22,shot,toy weapon,40,M,W,Somerset,PA,,1,0,False
473,2015-05-23,shot,gun,47,M,W,Sedalia,MO,,1,0,False
474,2015-05-23,shot,gun,40,M,W,Eagar,AZ,,1,1,False
529,2015-05-23,shot,gun,25,M,B,Detroit,MI,,1,0,False
475,2015-05-25,shot,gun,31,F,W,Austin,TX,,1,0,False
476,2015-05-25,shot,knife,36,M,B,Huntsville,AL,,1,0,False
477,2015-05-26,shot,gun,51,M,B,Queens,NY,,1,0,False
479,2015-05-26,shot,undetermined,24,M,W,Bossier City,LA,,1,0,False
530,2015-05-26,shot,gun,62,M,W,Snohomish,WA,,1,0,False
480,2015-05-27,shot,knife,39,M,W,Ideal Beach,NJ,,1,0,False
481,2015-05-27,shot,toy weapon,24,M,W,Edmond,OK,,1,0,False
482,2015-05-27,shot,knife,57,M,W,Rockville,GA,,1,0,False
491,2015-05-27,shot and Tasered,unarmed,20,M,O,Long Beach,CA,,2,0,False
492,2015-05-27,shot and Tasered,screwdriver,33,M,W,Alpine,CA,,2,0,False
488,2015-05-28,shot,gun,60,M,W,Lancaster,SC,,1,0,False
490,2015-05-28,shot,gun,32,M,B,Northglenn,CO,,1,0,False
